id,nama,status
1479,MITRA SERTIFINDO KONSTRUKSI,1
1480,MSDM APINDO,1
1481,MSDM ASPHRI,1
1482,MSDM BRILLIANT,1
1483,MSDM MANDIRI,1
1484,MSDM NUSANTARA,1
1485,MSDM QUALITY INDONESIA,1
1486,MUI,1
1487,OLAHRAGA INDONESIA,1
1488,PARIWISATA,1
1489,PARIWISATA BARELANG INTERNATIONAL,1
1490,PARIWISATA BHAKTI PERSADA,1
1491,PARIWISATA DAN SPA INDONESIA,1
1492,PARIWISATA GLOBAL INDONESIA,1
1493,PARIWISATA HOUSEKEEPER,1
1494,PARIWISATA JAYA KOMPETEN,1
1495,PARIWISATA MAESTRO INDONESIA,1
1496,PARIWISATA MAHOTAMA,1
1497,PARIWISATA METRO GLOBAL,1
1498,PARIWISATA NUGRAHA INTERNASIONAL,1
1499,PARIWISATA PESONA INDONESIA,1
1500,PARIWISATA PHINISI,1
1501,PARIWISATA RAFFLESIA,1
1502,"PARIWISATA, AESTETIKA DAN SPA (PARAS)",1
1503,PASKI HEALTH CARE,1
1504,PD SUKSES SURYA NUSANTARA,1
1505,PEKERJA DOMESTIK DUTA BANGSA,1
1506,PEKERJA DOMESTIK MANDIRI,1
1507,PEKERJA DOMESTIK NUSANTARA,1
1508,PEKERJA DOMESTIK PRATAMA,1
1509,PEMASARAN,1
1510,PEMASARAN PRATAMA NUSANTARA,1
1511,PEMASOK PASAR INDONESIA,1
1512,PENERBITAN,1
1513,PENGAMANAN NUSANTARA,1
1514,PENGEMBANGAN LAS,1
1515,PENYELENGGARA PRODUK HALAL INDONESIA (PPHI),1
1516,PERDAGANGAN EKSPOR IMPOR INDONESIA,1
1517,PERKERETAAPIAN INDONESIA,1
1518,PERKOPERASIAN INDONESIA,1
1519,PERMODALAN NASIONAL MADANI,1
1520,PERMUSEUMAN INDONESIA,1
1521,PERS INDONESIA,1
1522,PERTAHKINDO KONSTRUKSI NASIONAL,1
1523,PERTANIAN ORGANIK,1
1524,PETAKINDO KONSTRUKSI MANDIRI,1
1525,PETERNAKAN INDONESIA,1
1526,PETROSEA,1
1527,POLIMARIN,1
1528,POLITEKNIK APP JAKARTA,1
1529,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),1
1658,SMK SARASWATI 3 TABANAN,1
1530,POLITEKNIK ILMU PELAYARAN (PIP) SEMARANG,1
1531,POLITEKNIK INDUSTRI LOGAM MOROWALI,1
1532,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG (LSP POLMAN BABEL),1
1533,POLITEKNIK NEGERI BALIKPAPAN,1
1534,POLITEKNIK NEGERI BATAM,1
1535,POLITEKNIK NEGERI LAMPUNG,1
1536,POLITEKNIK NEGERI LHOKSEUMAWE,1
1537,POLITEKNIK NEGERI SEMARANG,1
1538,POLITEKNIK NEGERI UJUNG PANDANG (PNUP),1
1539,POLITEKNIK PARIWISATA (POLTEKPAR) PALEMBANG,1
1540,POLITEKNIK PARIWISATA LOMBOK,1
1541,POLITEKNIK PARIWISATA NHI BANDUNG,1
1542,POLITEKNIK PELAYARAN BANTEN,1
1543,POLITEKNIK PELAYARAN BAROMBONG (POLTEKPEL BAROMBONG),1
1544,POLITEKNIK PENERBANGAN MAKASSAR (POLTEKBANG MKS),1
1545,POLITEKNIK PENERBANGAN SURABAYA,1
1546,POLITEKNIK PERKAPALAN NEGERI SURABAYA,1
1547,POLITEKNIK PERKERETAAPIAN INDONESIA MADIUN,1
1548,POLITEKNIK PERTANIAN NEGERI (POLITANI) PAYAKUMBUH,1
1549,POLITEKNIK PIKSI GANESHA BANDUNG,1
1550,POLITEKNIK STIA LAN JAKARTA,1
1551,POLITEKNIK TEKNOLOGI KIMIA INDUSTRI MEDAN,1
1552,PPKPTKK JAKARTA PUSAT,1
1553,PPKPTKK JAKARTA UTARA DAN KEPULAUAN SERIBU,1
1554,PRAKTISI TEKNOLOGI INFORMASI,1
1555,PRODUKTIVITAS NASIONAL,1
1556,PROFESI LAS,1
1557,PROFESIONAL DESA BUANA,1
1558,PROFESSIONAL GLOBAL TRAINER,1
1559,PROTEKSI KEBAKARAN,1
1560,PT FREEPORT INDONESIA,1
1561,PT KERETA API INDONESIA (PERSERO),1
1562,PT. LSP HALAL INDONESIA,1
1563,PTUK BNSP,1
1564,PUSAT PENDIDIKAN GEOMIGAS CEPU,1
1565,RETAIL INDONESIA,1
1566,SARANA KOMUNIKASI PRIMA INDONESIA,1
1567,SINARMAS MINING,1
1568,SLB KARTINI BATAM,1
1569,SMART FAST GLOBAL EDUCATION,1
1570,SMK AL HIDAYAH 1 JAKARTA,1
1571,SMK AL-BAHRI KOTA BEKASI,1
1572,SMK ANALIS KESEHATAN JEMBER,1
1573,SMK ANTARTIKA 2 SIDOARJO,1
1574,SMK ASSA'ADAH GRESIK,1
1575,SMK BAKTI INDONESIA MEDIKA,1
1576,SMK BHAKTI KARTINI,1
1577,SMK BHAKTI KENCANA SUBANG,1
1578,SMK BINA HUSADA MANDIRI,1
1579,SMK BINA KARYA 1 KARAWANG,1
1580,SMK BINA MANDIRI MULTIMEDIA,1
1581,SMK BINA NUSANTARA UNGARAN,1
1582,SMK BINA TARUNA JALANCAGAK,1
1583,SMK BINA WISATA LEMBANG,1
1584,SMK BUNDA SATRIA WANGON,1
1585,SMK CANDRA NAYA,1
1586,SMK CITRA NEGARA,1
1587,SMK DHARMA KARYA,1
1588,SMK DINAMIKA PEMBANGUNAN 2 JAKARTA,1
1589,SMK FARMASI KATOLIK BINA FARMA MADIUN,1
1590,SMK ISLAM JEPARA,1
1591,SMK ISLAM KEPANJEN,1
1592,SMK KARYA GUNA 1 BEKASI,1
1593,SMK KESEHATAN SAMARINDA,1
1594,SMK KRISTEN 5 KLATEN,1
1595,SMK MEDIA INFORMATIKA,1
1596,SMK MUHAMMADIYAH 1 AJIBARANG,1
1597,SMK MUHAMMADIYAH 1 BANTUL,1
1598,SMK MUHAMMADIYAH 2 PEKANBARU,1
1599,SMK MUHAMMADIYAH 3 PALEMBANG,1
1600,SMK MUHAMMADIYAH 3 SINGOSARI,1
1601,SMK N 1 BADEGAN,1
1602,SMK N 1 BANGIL,1
1603,SMK N 1 BLORA,1
1604,SMK N 1 GEMPOL PASURUAN,1
1605,SMK N 1 JABON SIDOARJO,1
1606,SMK N 1 KALIGONDANG,1
1607,SMK N 1 PASIR PENYU,1
1608,SMK N 1 PEKANBARU,1
1609,SMK N 1 PURWODADI,1
1610,SMK N 1 WANAREJA,1
1611,SMK N 1 WONOGIRI,1
1612,SMK N 2 JIWAN,1
1613,SMK N 3 KENDAL,1
1614,SMK N 3 PURWOREJO,1
1615,SMK N 7 SEMARANG,1
1616,SMK N 7 YOGYAKARTA,1
1617,SMK NEGERI 1 BULUKERTO,1
1618,SMK NEGERI 1 CERME GRESIK,1
1619,SMK NEGERI 1 DOMPU,1
1620,SMK NEGERI 1 JOMBANG,1
1621,SMK NEGERI 1 KABUPATEN SORONG,1
1622,SMK NEGERI 1 KOTA BEKASI,1
1623,SMK NEGERI 1 MOJOSONGO,1
1624,SMK NEGERI 1 PALOPO,1
1625,SMK NEGERI 1 PEMALANG,1
1626,SMK NEGERI 1 PRAYA TENGAH,1
1627,SMK NEGERI 2 JEPARA,1
1628,SMK NEGERI 2 MAGETAN,1
1629,SMK NEGERI 2 PRABUMULIH,1
1630,SMK NEGERI 3 KOTA BENGKULU,1
1631,SMK NEGERI 3 KUPANG,1
1632,SMK NEGERI 3 PAYAKUMBUH,1
1633,SMK NEGERI 37 JAKARTA,1
1634,SMK NEGERI 4 YOGYAKARTA,1
1635,SMK NEGERI 5 BANDAR LAMPUNG,1
1636,SMK NEGERI 6 JAKARTA,1
1637,SMK NEGERI 6 SURABAYA,1
1638,SMK NEGERI 8 JAKARTA,1
1639,SMK NEGERI NUSAWUNGU,1
1640,SMK NU GRESIK,1
1641,SMK NU KESESI,1
1642,SMK NU LAMONGAN,1
1643,SMK NUSANTARA 1 COMAL,1
1644,SMK PARIWISATA TRIATMA JAYA TABANAN,1
1645,SMK PENERBANGAN SIDOARJO,1
1646,SMK PGRI 1 GRESIK,1
1647,SMK PGRI 1 JOMBANG,1
1648,SMK PGRI 1 KEDIRI,1
1649,SMK PGRI 1 MEJAYAN,1
1650,SMK PGRI 1 MEJOBO KUDUS,1
1651,SMK PGRI 1 TULUNGAGUNG,1
1652,SMK PGRI 11 JAKARTA,1
1653,SMK PGRI 2 CIBINONG KABUPATEN BOGOR,1
1654,SMK PGRI 3 MALANG,1
1655,SMK PLUS NU SIDOARJO,1
1656,SMK PRIMA HUSADA KEDIRI,1
1657,SMK REMAJA PLUIT,1
1659,SMK SMTI BANDA ACEH,1
1660,SMK SMTI YOGYAKARTA,1
1661,SMK TELKOM SANDHY PUTRA,1
1662,SMK TRI MITRA,1
1663,SMK ULIL ALBAB,1
1664,SMK WAHIDIN CIREBON,1
1665,SMK WIDYA PRAJA UNGARAN,1
1666,SMK YASMU GRESIK,1
1667,SMK YOSONEGORO MAGETAN,1
1668,SMK YPM 1 TAMAN SIDOARJO,1
1669,SMK YPM 3 TAMAN SIDOARJO,1
1670,SMKN 1 AL-MUBARKEYA,1
1671,SMKN 1 AMPELGADING,1
1672,SMKN 1 BANDUNG TULUNGAGUNG,1
1673,SMKN 1 BANGKALAN,1
1674,SMKN 1 BANYUWANGI,1
1675,SMKN 1 BATAM,1
1676,SMKN 1 BENGALON,1
1677,SMKN 1 BOYOLALI,1
1678,SMKN 1 CIANJUR,1
1679,SMKN 1 CIHAMPELAS,1
1680,SMKN 1 CILACAP,1
1681,SMKN 1 CIPUNAGARA,1
1682,SMKN 1 EMPAT LAWANG,1
1683,SMKN 1 GUNUNGGURUH,1
1684,SMKN 1 JEMBER,1
1685,SMKN 1 KALIORANG,1
1686,SMKN 1 KALITENGAH KAB. LAMONGAN,1
1687,SMKN 1 KANDANGAN,1
1688,SMKN 1 KARANGANYAR,1
1689,SMKN 1 KEBUMEN,1
1690,SMKN 1 KECAMATAN LUAK,1
1691,SMKN 1 KEDAWUNG,1
1692,SMKN 1 KEJOBONG,1
1693,SMKN 1 KELAPA,1
1694,SMKN 1 KEMLAGI,1
1695,SMKN 1 KERSANA BREBES,1
1696,SMKN 1 LEMAHSUGIH,1
1697,SMKN 1 LINGSAR,1
1698,SMKN 1 LUBUK SIKAPING,1
1699,SMKN 1 MAGETAN,1
1700,SMKN 1 MANDAU,1
1701,SMKN 1 MARTAPURA,1
1702,SMKN 1 MEMPURA,1
1703,SMKN 1 MUARA WAHAU,1
1704,SMKN 1 NGASEM,1
1705,SMKN 1 PACET,1
1706,SMKN 1 PASURUAN,1
1707,SMKN 1 POLEWALI,1
1708,SMKN 1 PURWOKERTO,1
1709,SMKN 1 REMBANG,1
1710,SMKN 1 SAMBENG,1
1711,SMKN 1 SAWIT,1
1712,SMKN 1 SIDAYU,1
1713,SMKN 1 SINGGAHAN,1
1714,SMKN 1 SINTANG,1
1715,SMKN 1 SUBANG,1
1716,SMKN 1 SUKOHARJO,1
1717,SMKN 1 SUKOREJO,1
1718,SMKN 1 SURABAYA,1
1719,SMKN 1 TALAMAU,1
1720,SMKN 1 TANAH GROGOT,1
1721,SMKN 1 TILATANG KAMANG,1
1722,SMKN 1 TRENGGALEK,1
1723,SMKN 1 TUREN KAB MALANG,1
1724,SMKN 1 WONOASRI,1
1725,SMKN 1 WONOSOBO,1
1726,SMKN 12 SURABAYA,1
1727,SMKN 17 SAMARINDA,1
1728,SMKN 2 BANYUMAS,1
1729,SMKN 2 BOJONEGORO,1
1730,SMKN 2 BONDOWOSO,1
1731,SMKN 2 BOYOLANGU,1
1732,SMKN 2 CIKARANG BARAT,1
1733,SMKN 2 DUMAI,1
1734,SMKN 2 KANDANGAN,1
1735,SMKN 2 KAYUAGUNG,1
1736,SMKN 2 KEBUMEN,1
1737,SMKN 2 KENDAL,1
1738,SMKN 2 KETAPANG,1
1739,SMKN 2 KLATEN,1
1740,SMKN 2 KUNINGAN,1
1741,SMKN 2 MAGELANG,1
1742,SMKN 2 PAMEKASAN,1
1743,SMKN 2 PANDEGLANG,1
1744,SMKN 2 PEKANBARU,1
1745,SMKN 2 PENAJAM PASER UTARA,1
1746,SMKN 2 PONOROGO,1
1747,SMKN 2 SALATIGA,1
1748,SMKN 2 SUBANG,1
1749,SMKN 2 SUKOHARJO,1
1750,SMKN 2 TRENGGALEK,1
1751,SMKN 2 WONOGIRI,1
1752,SMKN 2 YOGYAKARTA,1
1753,SMKN 3 BOYOLANGU,1
1754,SMKN 3 JEMBER,1
1755,SMKN 3 MAUMERE,1
1756,SMKN 3 PALEMBANG,1
1757,SMKN 3 PEKALONGAN,1
1758,SMKN 3 PENAJAM PASER UTARA,1
1759,SMKN 3 SALATIGA,1
1760,SMKN 3 SURABAYA,1
1761,SMKN 4 BANDAR LAMPUNG,1
1762,SMKN 4 LUBUKLINGGAU,1
1763,SMKN 4 SEMARANG,1
1764,SMKN 4 SUKOHARJO,1
1765,SMKN 4 SURAKARTA,1
1766,SMKN 5 DENPASAR,1
1767,SMKN 5 MADIUN,1
1768,SMKN 5 SURABAYA,1
1769,SMKN 5 SURAKARTA,1
1770,SMKN 5 YOGYAKARTA,1
1771,SMKN 51 JAKARTA,1
1772,SMKN 6 PALEMBANG,1
1773,SMKN 6 YOGYAKARTA,1
1774,SMKN 62 JAKARTA,1
1775,SMKN 7 BANDUNG,1
1776,SMKN 7 JEMBER,1
1777,SMKN 7 KOTA BEKASI,1
1778,SMKN 7 PEKANBARU,1
1779,SMKN 7 SURAKARTA,1
1780,SMKN 8 PEKANBARU,1
1781,SMKN DARUL ULUM MUNCAR,1
1782,SMKN JUMO TEMANGUNG,1
1783,SMKN MANONJAYA,1
1784,SMKN MOJOAGUNG JOMBANG,1
1785,SMKN PERTANIAN TERPADU PROVINSI RIAU,1
1786,SMKN RAWAS ULU,1
1787,SMKN WINONGAN PASURUAN,1
1788,SMKS FARMASI CUT MEUTIA BANDA ACEH,1
1789,SMKS PANCASILA TAMBOLAKA,1
1790,SMKS PGRI 2 PASURUAN,1
1791,SMKS PGRI SUKABUMI,1
1792,SMKS PLUS PELITA NUSANTARA,1
1793,SPA TIRTA NIRWANA INDONESIA,1
1794,STIKI MALANG,1
1795,STMIK IKMI CIREBON,1
1796,TATA LINGKUNGAN INDUSTRI DAN PEMUKIMAN (LSP-TLIP),1
1797,"TATAKELOLA, RISIKO, DAN KEPATUHAN (TRK)",1
1798,TEKNIK TAMBANG PRIMA MANDIRI,1
1799,TEKNISI AKUNTANSI,1
1800,TEKNOLOGI INFORMASI DAN KOMUNIKASI GLOBAL,1
1801,TEKNOLOGI INFORMASI NUSANTARA,1
1802,TEKNOLOGI INFORMATIKA INDONESIA,1
1803,TEKSTIL DAN PRODUK TEKSTIL,1
1804,TELEKOMUNIKASI INFORMATIKA NUSANTARA,1
1805,TENAGA LABORATORIUM PENGUJI INDONESIA (TELAPI),1
1806,TENAGA TEKNIK INDONESIA,1
1807,TESTING NGARANG,1
1808,TIK INDONESIA,1
1809,TPCC,1
1810,TRAINER INDONESIA,1
1811,TRAINER KOMPETEN INDONESIA,1
1812,TRANSAFE DHARMA PERSADA,1
1813,TRIPUTRA PERSADA,1
1814,UMKM PROFESIONAL INDONESIA,1
1815,UNISMA BEKASI,1
1816,UNIVERSITAS AIRLANGGA,1
1817,UNIVERSITAS BUNG HATTA,1
1818,UNIVERSITAS GUNADARMA,1
1819,UNIVERSITAS HASANUDDIN,1
1820,UNIVERSITAS JENDERAL SOEDIRMAN (UNSOED),1
1821,UNIVERSITAS KIAI HAJI SAIFUDDIN ZUHRI PURWOKERTO,1
1822,UNIVERSITAS LAMPUNG,1
1823,UNIVERSITAS MERCU BUANA,1
1824,UNIVERSITAS MUHAMMADIYAH MALANG,1
1825,UNIVERSITAS MULTI DATA PALEMBANG,1
1826,UNIVERSITAS NAROTAMA,1
1827,UNIVERSITAS NEGERI MAKASSAR (UNM),1
1828,UNIVERSITAS NGUDI WALUYO,1
1829,UNIVERSITAS PANCASILA,1
1830,UNIVERSITAS PENDIDIKAN GANESHA (UNDIKSHA),1
1831,UNIVERSITAS PERTAHANAN REPUBLIK INDONESIA,1
1832,UNIVERSITAS PGRI ADI BUANA SURABAYA (UNIPASBY),1
1833,UNIVERSITAS SANGGA BUANA,1
1834,UNIVERSITAS SARJANAWIYATA TAMANSISWA (UST),1
1835,UNIVERSITAS SURABAYA,1
1836,UNIVERSITAS TEKNOLOGI MATARAM (UTM),1
1837,UNIVERSITAS UDAYANA,1
1838,UNIVERSITAS WARMADEWA,1
1839,UNIVERSITAS WIDYATAMA,1
1840,UPT PK WONOJATI,1
1841,USAHA MIKRO KECIL MENENGAH DAN WIRAUSAHA INDONESIA,1
1842,WISATA HASANAH INDONESIA,1
1843,LEMBAGA SERTIFIKASI KOMPETENSI PEKARYA KESEHATAN,1
1844,LEMBAGA SERTIFIKASI KOMPETENSI PENGOBAT TRADISIONAL RAMUAN INDONESIA,1
1845,LEMBAGA SERTIFIKASI KOMPETENSI MUSIK,1
1846,LEMBAGA SERTIFIKASI KOMPETENSI TEKNOLOGI INFORMASI DAN KOMUNIKASI,1
1847,LEMBAGA SERTIFIKASI KOMPETENSI TATA KECANTIKAN,1
1848,LEMBAGA SERTIFIKASI KOMPETENSI MASTER OF CEREMONY (LSK MC),1
1849,LEMBAGA SERTIFIKASI KOMPETENSI (LSK) BROADCASTING,1
1850,LEMBAGA SERTIFIKASI KOMPETENSI SEKRETARIS,1
1851,LEMBAGA SERTIFIKASI KOMPETENSI BATIK,1
1852,LEMBAGA SERTIFIKASI KOMPETENSI PITRA INDONESIA,1
1853,LEMBAGA SERTIFIKASI KOMPETENSI PENGASUH ANAK,1
1854,LEMBAGA SERTIFIKASI KOMPETENSI TATA RIAS PENGANTIN (LSK TRP),1
1855,LEMBAGA SERTIFIKASI KOMPETENSI OTOMOTIF TEKNIK SEPEDA MOTOR,1
1856,LEMBAGA SERTIFIKASI KOMPETENSI YOGA INDONESIA,1
1857,LEMBAGA SERTIFIKASI KOMPETENSI ELEKTRONIKA,1
1858,LEMBAGA SERTIFIKASI KOMPETENSI SPA,1
1859,LEMBAGA SERTIFIKASI KOMPETENSI BAHASA INGGRIS,1
1860,LEMBAGA SERTIFIKASI KOMPETENSI TATA BOGA,1
1861,LEMBAGA SERTIFIKASI KOMPETENSI PERHOTELAN DAN KAPAL PESIAR INDONESIA,1
1862,LEMBAGA SERTIFIKASI KOMPETENSI BORDIR DAN SULAM,1
1863,LEMBAGA SERTIFIKASI KOMPETENSI BARISTA,1
1864,LEMBAGA SERTIFIKASI KOMPETENSI TARI MODEREN INDONESIA,1
1865,LEMBAGA SERTIFIKASI KOMPETENSI OTOMOTIF TEKNIK KENDARAAN RINGAN,1
1866,LEMBAGA SERTIFIKASI KOMPETENSI HANTARAN,1
1867,LEMBAGA SERTIFIKASI KOMPETENSI PENDIDIK PAUD,1
1868,LEMBAGA SERTIFIKASI KOMPETENSI SENAM INDONESIA,1
1869,LEMBAGA SERTIFIKASI KOMPETENSI PIJAT REFLEKSI PERSATUAN INDONESIA,1
1870,LEMBAGA SERTIFIKASI KOMPETENSI DIGITAL TEKNOLOGI DAN BISNIS,1
1871,LEMBAGA SERTIFIKASI KOMPETENSI BAHASA MANDARIN,1
1872,LEMBAGA SERTIFIKASI KOMPETENSI PIJAT AKUPRESUR INDONESIA,1
1873,LEMBAGA SERTIFIKASI KOMPETENSI EKSPOR-IMPOR,1
1874,LEMBAGA SERTIFIKASI KOMPETENSI PENERBANGAN INDONESIA,1
1875,LEMBAGA SERTIFIKASI KOMPETENSI TATA BUSANA,1
1876,LEMBAGA SERTIFIKASI KOMPETENSI TEKNISI AKUNTANSI BOND 09,1
1877,LEMBAGA SERTIFIKASI KOMPETENSI MENGEMUDI KENDARAAN BERMOTOR,1
1878,LEMBAGA SERTIFIKASI KOMPETENSI PETAMAN,1
1879,LEMBAGA SERTIFIKASI KOMPETENSI PERPAJAKAN,1
1880,LEMBAGA SERTIFIKASI KOMPETENSI FOTOGRAFI INDONESIA,1
1881,LEMBAGA SERTIFIKASI KOMPETENSI SINSHE,1
1882,LEMBAGA SERTIFIKASI KOMPETENSI AUTOMASI INDUSTRI,1
1883,LEMBAGA SERTIFIKASI KOMPETENSI SENI MERANGKAI BUNGA DAN DESAIN FLORAL,1
1884,LEMBAGA SERTIFIKASI KOMPETENSI MERANGKAI BUNGA KERING DAN BUATAN (LSK MBKB),1
1885,LSK AKUPUNTUR INDONESIA,1
1886,ARSIP NASIONAL REPUBLIK INDONESIA,1
1887,BADAN INTELIJEN NEGARA,1
1888,BADAN KARANTINA INDONESIA,1
1889,BADAN KEPEGAWAIAN NEGARA,1
1890,BADAN KEPENDUDUKAN DAN KELUARGA BERENCANA NASIONAL,1
1891,"BADAN METEOROLOGI, KLIMATOLOGI DAN GEOFISIKA",1
1892,BADAN NARKOTIKA NASIONAL,1
1893,BADAN NASIONAL PENANGGULANGAN BENCANA,1
1894,BADAN NASIONAL PENCARIAN DAN PERTOLONGAN,1
1895,BADAN PANGAN NASIONAL,1
1896,BADAN PEMERIKSA KEUANGAN,1
1897,BADAN PENGAWAS PEMILIHAN UMUM,1
1898,BADAN PENGAWAS TENAGA NUKLIR,1
1899,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN,1
1900,BADAN PUSAT STATISTIK,1
1901,BADAN RISET DAN INOVASI NASIONAL,1
1902,BADAN STANDARDISASI NASIONAL,1
1903,KEJAKSAAN AGUNG,1
1904,KEMENTERIAN AGAMA,1
1905,KEMENTERIAN AGRARIA DAN TATA RUANG/BADAN PERTANAHAN NASIONAL,1
1906,KEMENTERIAN BADAN USAHA MILIK NEGARA,1
1907,KEMENTERIAN DALAM NEGERI,1
1908,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,1
1909,KEMENTERIAN HAK ASASI MANUSIA,1
1910,KEMENTERIAN HUKUM,1
1911,KEMENTERIAN IMIGRASI DAN PEMASYARAKATAN,1
1912,KEMENTERIAN INVESTASI/BADAN KOORDINASI PENANAMAN MODAL,1
1913,KEMENTERIAN KEBUDAYAAN,1
1914,KEMENTERIAN KETENAGAKERJAAN,1
1915,KEMENTERIAN KEUANGAN,1
1916,KEMENTERIAN KOMUNIKASI DAN DIGITAL,1
1917,KEMENTERIAN LUAR NEGERI,1
1918,KEMENTERIAN PARIWISATA DAN EKONOMI KREATIF/BADAN PARIWISATA DAN EKONOMI KREATIF,1
1919,KEMENTERIAN PEKERJAAN UMUM,1
1920,KEMENTERIAN PEMUDA DAN OLAHRAGA,1
1921,KEMENTERIAN PENDIDIKAN DASAR DAN MENENGAH,1
1922,"KEMENTERIAN PENDIDIKAN TINGGI, SAINS, DAN TEKNOLOGI",1
1923,KEMENTERIAN PERDAGANGAN,1
1924,KEMENTERIAN PERHUBUNGAN,1
1925,KEMENTERIAN PERINDUSTRIAN,1
1926,KEMENTERIAN PERTAHANAN,1
1927,KEMENTERIAN PERUMAHAN DAN KAWASAN PERMUKIMAN,1
1928,KEMENTERIAN SEKRETARIAT NEGARA,1
1929,KEPANITERAAN DAN SEKRETARIAT JENDERAL MAHKAMAH KONSTITUSI RI,1
1930,KOMISI PEMBERANTASAN KORUPSI,1
1931,LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN,1
1932,MAHKAMAH AGUNG RI,1
1933,PERPUSTAKAAN NASIONAL RI,1
1934,PUSAT PELAPORAN DAN ANALISIS TRANSAKSI KEUANGAN,1
1935,SEKRETARIAT JENDERAL DPR RI,1
1936,SEKRETARIAT JENDERAL KOMISI YUDISIAL,1
1937,SETJEN KOMISI PEMILIHAN UMUM,1
1938,SETJEN KOMNAS HAM,1
1939,BADAN INFORMASI GEOSPASIAL,1
1940,BADAN PENGAWAS OBAT DAN MAKANAN,1
1941,BADAN PENYELENGGARA JAMINAN PRODUK HALAL,1
1943,KEMENTERIAN DESA DAN PEMBANGUNAN DAERAH TERTINGGAL,1
1944,KEMENTERIAN KEHUTANAN,1
1945,KEMENTERIAN KELAUTAN DAN PERIKANAN,1
1946,KEMENTERIAN KESEHATAN,1
1947,KEMENTERIAN KOPERASI,1
1948,KEMENTERIAN LINGKUNGAN HIDUP/BADAN PENGENDALIAN LINGKUNGAN HIDUP,1
1949,KEMENTERIAN PERENCANAAN PEMBANGUNAN NASIONAL/BAPPENAS,1
1950,KEMENTERIAN PERTANIAN,1
1951,KEMENTERIAN SOSIAL,1
1952,"KEMENTERIAN USAHA MIKRO, KECIL, DAN MENENGAH",1
1953,LEMBAGA ADMINISTRASI NEGARA,1
1954,LEMBAGA KEBIJAKAN PENGADAAN BARANG/JASA PEMERINTAH,1
